#TYPE Microsoft.Windows.ServerManager.Commands.Feature
"Name","DisplayName","Description","Installed","InstallState","FeatureType","Path","Depth","DependsOn","Parent","ServerComponentDescriptor","SubFeatures","SystemService","Notification","BestPracticesModelId","EventQuery","PostConfigurationNeeded","AdditionalInfo"
"Internet-Print-Client","インターネット印刷クライアント","インターネット印刷クライアントを使用すると、クライアントでインターネット印刷プロトコル (IPP) を使用して、ネットワーク上またはインターネット上のプリンターに接続して印刷を実行できるようになります。","False","Available","Feature","インターネット印刷クライアント","1","System.String[]",,"ServerComponent_Internet_Print_Client","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"GPMC","グループ ポリシーの管理","グループ ポリシーの管理は Microsoft 管理コンソール (MMC) のスクリプト実行可能なスナップインで、企業全体のグループ ポリシーを一元管理するためのツールです。グループ ポリシーの管理は、グループ ポリシー管理用の標準ツールです。","False","Available","Feature","グループ ポリシーの管理","1","System.String[]",,"ServerComponent_GPMC","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Setup-and-Boot-Event-Collection","セットアップおよびブート イベント収集","この機能を使用すると、このネットワークの他のコンピューターからセットアップ イベントとブート イベントを収集し、ログに記録できます。","False","Available","Feature","セットアップおよびブート イベント収集","1","System.String[]",,"ServerComponent_Setup_and_Boot_Event_Collection","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"NetworkVirtualization","ネットワーク仮想化","ネットワーク仮想化は、同じ物理ネットワーク上に仮想ネットワークのオーバーレイを提供します。","False","Available","Feature","ネットワーク仮想化","1","System.String[]",,"ServerComponent_NetworkVirtualization","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"NLB","ネットワーク負荷分散","ネットワーク負荷分散 (NLB) では、TCP/IP ネットワーク プロトコルを使用して、複数のサーバー間でトラフィックを分散します。NLB は、負荷の増加に応じてサーバーを追加することにより、インターネット インフォメーション サービス (IIS) を実行する Web サーバーなどのステートレス アプリケーションのスケーラビリティを確保する場合に特に役立ちます。","False","Available","Feature","ネットワーク負荷分散","1","System.String[]",,"ServerComponent_NLB","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"BITS","バックグラウンド インテリジェント転送サービス (BITS)","バックグラウンド インテリジェント転送サービス (BITS) では、フォアグラウンドまたはバックグラウンドでファイルの非同期転送を行います。また、他のネットワーク アプリケーションの応答性を損なわないように転送のフローを制御し、ネットワークの切断やコンピューターの再起動が発生した場合には自動的にファイル転送を再開します。","False","Available","Feature","バックグラウンド インテリジェント転送サービス (BITS)","1","System.String[]",,"ServerComponent_BITS","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"BITS-IIS-Ext","IIS サーバー拡張機能","IIS サーバー拡張機能を使用すると、BITS アップロード プロトコルを実装しているクライアントがアップロードしたファイルをコンピューターで受信できるようになります。","False","Available","Feature","バックグラウンド インテリジェント転送サービス (BITS)\IIS サーバー拡張機能","2","System.String[]","BITS","ServerComponent_BITS_IIS_Ext","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"BITS-Compact-Server","コンパクト サーバー","BITS コンパクト サーバーは、スタンドアロンの HTTPS ファイル サーバーです。このサーバーを使用すると、同一ドメインまたは相互に信頼されたドメインに属するコンピューター間で、サイズの大きなファイルを限られた数だけ非同期的に転送できます。","False","Available","Feature","バックグラウンド インテリジェント転送サービス (BITS)\コンパクト サーバー","2","System.String[]","BITS","ServerComponent_BITS_Compact_Server","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"PNRP","ピア名解決プロトコル","ピア名解決プロトコルを使用すると、アプリケーションでコンピューターに名前を登録し解決できるため、他のコンピューターがこれらのアプリケーションと通信できるようになります。","False","Available","Feature","ピア名解決プロトコル","1","System.String[]",,"ServerComponent_PNRP","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Failover-Clustering","フェールオーバー クラスタリング","フェールオーバー クラスタリングを利用することで、複数のサーバーを組み合わせて運用し、サーバーの役割の可用性を高めることができます。フェールオーバー クラスタリングがよく使用されるのは、ファイル サービス、仮想マシン、データベース アプリケーション、およびメール アプリケーションです。","False","Available","Feature","フェールオーバー クラスタリング","1","System.String[]",,"ServerComponent_Failover_Clustering","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Multipath-IO","マルチパス I/O","マルチパス I/O と、Microsoft Device Specific Module (DSM) またはサードパーティ製 DSM により、Windows 上で記憶装置への複数データ パスを使用できるようになります。","False","Available","Feature","マルチパス I/O","1","System.String[]",,"ServerComponent_Multipath_IO","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"MSMQ","メッセージ キュー","メッセージ キューを使用すると、メッセージの配信が保証され、効率的なルーティング、セキュリティの確保、および優先順位に基づくメッセージングがアプリケーション間で行われます。また、メッセージ キューでは、異種のオペレーティング システム上で実行されるアプリケーション間、異種のネットワーク インフラストラクチャ上で実行されるアプリケーション間、一時的にオフラインになっているアプリケーション間、または別の時間に実行されているアプリケーション間のメッセージの配信も可能になります。","False","Available","Feature","メッセージ キュー","1","System.String[]",,"ServerComponent_MSMQ","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","Microsoft/Windows/MSMQ","","False","System.Collections.Hashtable"
